Campaign Name,Content Title,Content Network Name,Impression,Quartile100
Rate Realities_News_July 2025,Samsung TV Plus,null,30,30
Rate Realities_News_July 2025,Securing America,Real America's Voice,30,30
Rate Realities_News_July 2025,Smackdown With Darrell Scott,RealAmericasVoice,30,29
Rate Realities_News_July 2025,To the Point with Alex Bell,Tegna,30,29
Rate Realities_News_July 2025,Wendy Bell Common Sense,null,30,29
Rate Realities_News_July 2025,Asking for a Trend,null,29,29
Rate Realities_News_July 2025,Greg Kelly This Week,Newsmax Media,29,29
Rate Realities_News_July 2025,Justice for Holly Bobo,null,29,29
Rate Realities_News_July 2025,Scripps News Investigates,scripps,29,29
Rate Realities_News_July 2025,Weather,Estrella,29,29
Rate Realities_News_July 2025,11AM Morning Headlines,null,28,27
Rate Realities_News_July 2025,ABC10 News at 6,Tegna,28,28
Rate Realities_News_July 2025,America's Top 10 With Wayne Allyn Root,null,28,27
Rate Realities_News_July 2025,Ask The Experts,accuweather,28,27
Rate Realities_News_July 2025,BBC News,AMC Networks,28,28
Rate Realities_News_July 2025,Breakthrough,scripps,28,26
Rate Realities_News_July 2025,Fox Weather @ Night,null,28,27
Rate Realities_News_July 2025,John Bachman Now,Newsmax Media,28,27
Rate Realities_News_July 2025,NBC News Daily With Morgan Radford and Vicky Nguyen,null,28,28
Rate Realities_News_July 2025,Noticias Texas,null,28,28
Rate Realities_News_July 2025,Noticiero Cierre de Edici n,null,28,26
Rate Realities_News_July 2025,The Confession?,null,28,28
Rate Realities_News_July 2025,The Wild Geese,Newsmax Media,28,28
Rate Realities_News_July 2025,Volodymyr Zelenskyy: A Hero Rises,Newsmax Media,28,28
Rate Realities_News_July 2025,AccuWeather All Night,AccuWeather,27,27
Rate Realities_News_July 2025,Al Extremo,Estrella,27,27
Rate Realities_News_July 2025,Ed Henry The Briefing Weekly,null,27,28
Rate Realities_News_July 2025,Jail,lawnewz,27,27
Rate Realities_News_July 2025,Market Overtime,null,27,27
Rate Realities_News_July 2025,The Perfect Nanny,null,27,27
Rate Realities_News_July 2025,The Vanishing Act,null,27,27
Rate Realities_News_July 2025,Titanic Arrogance,null,27,26
Rate Realities_News_July 2025,Trump and Me: A Conversation With Ron Kessler,null,27,25
Rate Realities_News_July 2025,Vice News,null,27,27
Rate Realities_News_July 2025,Weather Command Weekend,null,27,27
Rate Realities_News_July 2025,null,ABS-CBN,26,26
Rate Realities_News_July 2025,ABC News Live First,null,26,24
Rate Realities_News_July 2025,Bob Hope: Thanks for the Laughs,Newsmax Media,26,26
Rate Realities_News_July 2025,Do No Harm,null,26,26
Rate Realities_News_July 2025,Like It Or Not,Fox News,26,26
Rate Realities_News_July 2025,Local Now AM,null,26,26
Rate Realities_News_July 2025,Newsmax News In-Depth,Newsmax Media,26,26
Rate Realities_News_July 2025,Power Players,null,26,26
Rate Realities_News_July 2025,Revealed,null,26,25
Rate Realities_News_July 2025,The Cult Next Door: The Mystery and Madness of Heaven's Gate,null,26,26
Rate Realities_News_July 2025,The Last Day,null,26,26
Rate Realities_News_July 2025,The Wendy Bell Show,Newsmax,26,25
Rate Realities_News_July 2025,Weather Command,null,26,26
Rate Realities_News_July 2025,7:30AM Morning Headlines,null,25,25
Rate Realities_News_July 2025,9AM Morning Headlines,Altice,25,24
Rate Realities_News_July 2025,ABC10 News Sunday Morning at 6,ABC,25,24
Rate Realities_News_July 2025,Divine Intervention,null,25,25
Rate Realities_News_July 2025,Good Day DC,null,25,23
Rate Realities_News_July 2025,Jonathan Shuttlesworth,null,25,25
Rate Realities_News_July 2025,Market Domination: Overtime,null,25,25
Rate Realities_News_July 2025,Stay Tuned NOW With Gadi Schwartz,null,25,24
Rate Realities_News_July 2025,The Big Focus,Newsmax Media,25,23
Rate Realities_News_July 2025,6AM: Latest News Updates,Altice,24,24
Rate Realities_News_July 2025,American Pulse,wbddiscovery,24,23
Rate Realities_News_July 2025,Cheddar,Cheddar,24,23
Rate Realities_News_July 2025,Down Payment on Death,null,24,24
Rate Realities_News_July 2025,EPG  Local Now SGA Sacramento CA,caSacramento,24,19
Rate Realities_News_July 2025,KCRA 3 News at 5am,Hearst,24,24
Rate Realities_News_July 2025,NTD News Today,NTDTV,24,24
Rate Realities_News_July 2025,Newswire,Newsmax Media,24,24
Rate Realities_News_July 2025,Rocky Mountain Horror,null,24,23
Rate Realities_News_July 2025,The Kill List,null,24,24
Rate Realities_News_July 2025,USA TODAY Trending News,Gannett,24,24
Rate Realities_News_July 2025,null,EstrellaMedia,23,23
Rate Realities_News_July 2025,10AM Morning Headlines,null,23,23
Rate Realities_News_July 2025,ABC10 Morning News at 5,Tegna,23,23
Rate Realities_News_July 2025,Biblical Prophecy: The End Times,Newsmax Media,23,23
Rate Realities_News_July 2025,Carl Higbie This Week,Newsmax Media,23,23
Rate Realities_News_July 2025,Good To Know^,scrippsnews,23,23
Rate Realities_News_July 2025,LIVE: Cameras Around the World,null,23,19
Rate Realities_News_July 2025,Live Local News,FOX,23,23
Rate Realities_News_July 2025,The Biden Chronicles,null,23,23
Rate Realities_News_July 2025,Wendy Bell Common Sense,Newsmax Media,23,23
Rate Realities_News_July 2025,What The Little Girl Saw,null,23,23
Rate Realities_News_July 2025,null,"NBC, WPSD",22,22
Rate Realities_News_July 2025,8AM Morning Headlines,null,22,22
Rate Realities_News_July 2025,Decoding Retirement,null,22,22
Rate Realities_News_July 2025,EPG  Local Now SGA Redding CA,null,22,23
Rate Realities_News_July 2025,EPG  Scripps News %28fka Newsy%29,null,22,22
Rate Realities_News_July 2025,FBI: Abuse of Power,null,22,20
Rate Realities_News_July 2025,FOX Weather First,null,22,22
Rate Realities_News_July 2025,First Edition,Newsmax,22,22
Rate Realities_News_July 2025,Golden State Killer,null,22,22
Rate Realities_News_July 2025,Local_News_Program,NEWSON,22,21
Rate Realities_News_July 2025,Mornings With Maria Bartiromo,null,22,22
Rate Realities_News_July 2025,National Update,Newsmax,22,21
Rate Realities_News_July 2025,"The American Dream Takes On China, Inc.",Newsmax Media,22,22
Rate Realities_News_July 2025,The Royce White Show,realamericasvoice,22,22
Rate Realities_News_July 2025,Undercover Mother (5/7/19),null,22,22
Rate Realities_News_July 2025,Victim to Verdict Christmas Parade Rampage,scripps,22,21
Rate Realities_News_July 2025,Weather,null,22,22
Rate Realities_News_July 2025,null,CNN,21,21
Rate Realities_News_July 2025,null,KWTV,21,21
Rate Realities_News_July 2025,American Moses: The Charlton Heston Story,null,21,20
Rate Realities_News_July 2025,Cowboy Logic,RAV,21,21
Rate Realities_News_July 2025,FOX 5 Morning at 6am,null,21,21
Rate Realities_News_July 2025,FOX Weather Live,null,21,21
Rate Realities_News_July 2025,Flood Fallout,null,21,20
Rate Realities_News_July 2025,Investor Playbook,null,21,21
Rate Realities_News_July 2025,Morning Joe,null,21,20
Rate Realities_News_July 2025,Morning Trade Live,null,21,21
Rate Realities_News_July 2025,My Son is Not a Monster,null,21,21
Rate Realities_News_July 2025,RFK Jr.: Uncensored,null,21,20
Rate Realities_News_July 2025,RFK Jr.: Uncensored,Newsmax Media,21,20
Rate Realities_News_July 2025,Vision: Elon Musk s Story,null,21,21
Rate Realities_News_July 2025,Woke America,null,21,21
Rate Realities_News_July 2025,6:30AM Latest News Updates,null,20,20
Rate Realities_News_July 2025,A Tangled Web,null,20,20
Rate Realities_News_July 2025,Beyond Watergate: The Richard Nixon Story,null,20,20
Rate Realities_News_July 2025,Cops Under Fire,null,20,20
Rate Realities_News_July 2025,David Harris Jr. The Pulse Weekly,Newsmax Media,20,20
Rate Realities_News_July 2025,Ed Henry The Briefing Weekly,Newsmax Media,20,18
Rate Realities_News_July 2025,House of Horrors,null,20,20
Rate Realities_News_July 2025,KTVU Mornings on 2 at 4 AM,Fox News,20,20
Rate Realities_News_July 2025,Market On Close,null,20,20
Rate Realities_News_July 2025,Nazi Man Hunt,null,20,20
Rate Realities_News_July 2025,Noticiero Cierre de Edicion,null,20,20
Rate Realities_News_July 2025,Running Out of Time,null,20,20
Rate Realities_News_July 2025,Scripps News On The Scene,SCRIPPS,20,20
Rate Realities_News_July 2025,Take 2,Fox News,20,20
Rate Realities_News_July 2025,The Steve Gruber Show,Real America's Voice,20,20
Rate Realities_News_July 2025,The Week As It Happened,SCRIPPSNEWS,20,20
Rate Realities_News_July 2025,War Room: Special Coverage,realamericasvoice,20,20
Rate Realities_News_July 2025,"Watched! Big Government Is Watching, Listening, and Monitoring Almost Everything You Do",Newsmax Media,20,19
Rate Realities_News_July 2025,8AM Morning Headlines,Altice,19,19
Rate Realities_News_July 2025,Best of Rising,Nexstar,19,16
Rate Realities_News_July 2025,Check the News,null,19,19
Rate Realities_News_July 2025,Choose Life: It s Worth It,null,19,19
Rate Realities_News_July 2025,Dial M for Missing,null,19,18
Rate Realities_News_July 2025,Doolittle s Raiders: A Final Toast,null,19,18
Rate Realities_News_July 2025,Golf Central,null,19,20
Rate Realities_News_July 2025,KCRA HD - KCRA NEWS @ 6AM,very_local_by_hearst_television,19,20
Rate Realities_News_July 2025,Killing John Lennon,Newsmax Media,19,19
Rate Realities_News_July 2025,Morning Brew Daily,null,19,19
Rate Realities_News_July 2025,Presidents and UFOs: The Surprising Story,null,19,19
Rate Realities_News_July 2025,Princes of the Palace,null,19,19
Rate Realities_News_July 2025,Red Handed,null,19,19
Rate Realities_News_July 2025,Rising,null,19,18
Rate Realities_News_July 2025,Salcedo Live,Newsmax,19,19
Rate Realities_News_July 2025,Shot in the Dark,null,19,19
Rate Realities_News_July 2025,The '90s: Decade of Change,Newsmax Media,19,19
Rate Realities_News_July 2025,The Barefoot Witness,null,19,19
Rate Realities_News_July 2025,The Case of the Killer Clown,null,19,19
Rate Realities_News_July 2025,To the Point with Alex Bell,ABC,19,15
Rate Realities_News_July 2025,Transforming America,Newsmax Media,19,19
Rate Realities_News_July 2025,Bullish With Sonali Basak,null,18,14
Rate Realities_News_July 2025,FOX 5 Morning at 7am,null,18,16
Rate Realities_News_July 2025,KQCA HD - KQCA NEWS AT 9A,very_local_by_hearst_television,18,17
Rate Realities_News_July 2025,Moab / Mesa Verde,null,18,18
Rate Realities_News_July 2025,Morning Rush,SCRIPPSNEWS,18,18
Rate Realities_News_July 2025,Next Gen Investing,null,18,18
Rate Realities_News_July 2025,Satan's Doctor,null,18,18
Rate Realities_News_July 2025,Tainted Love,null,18,18
Rate Realities_News_July 2025,The Great Nazi Escape,null,18,17
Rate Realities_News_July 2025,The Plot Against the President,Newsmax Media,18,18
Rate Realities_News_July 2025,The Week As It Happened^,SCRIPPSNEWS,18,18
Rate Realities_News_July 2025,Today As It Happened,EWScripps,18,18
Rate Realities_News_July 2025,Today As It Happened,SCRIPPS,18,17
Rate Realities_News_July 2025,USA TODAY Top Headlines,null,18,18
Rate Realities_News_July 2025,USA TODAY Trending News,null,18,18
Rate Realities_News_July 2025,null,NEWSMAX,17,17
Rate Realities_News_July 2025,24.7 DC LIVE: News & Weather from FOX 5,null,17,17
Rate Realities_News_July 2025,4-4-43: The Greatest Story Ever Told   The War in The Pacific,Newsmax Media,17,17
Rate Realities_News_July 2025,A Monster Among Us,null,17,16
Rate Realities_News_July 2025,ABC7 Eyewitness News 4PM,null,17,17
Rate Realities_News_July 2025,America s Actor: Gene Hackman,Newsmax Media,17,17
Rate Realities_News_July 2025,American Hero: The John Wayne Story,Newsmax Media,17,17
Rate Realities_News_July 2025,EPG  KCRA Sacramento%2C CA,null,17,17
Rate Realities_News_July 2025,Eyewitness News 6PM,lgusa,17,16
Rate Realities_News_July 2025,FOX 5 Morning at 8am,null,17,16
Rate Realities_News_July 2025,Frugal Tips,null,17,15
Rate Realities_News_July 2025,Local Now Top Stories,null,17,17
Rate Realities_News_July 2025,National Desk,Newsmax,17,17
Rate Realities_News_July 2025,Ringside Politics,null,17,17
Rate Realities_News_July 2025,Securing America,Real Americas Voice,17,17
Rate Realities_News_July 2025,Switched at Birth or Stolen?,null,17,17
Rate Realities_News_July 2025,The War Room,Real America's Voice,17,17
Rate Realities_News_July 2025,UV Safety Month,null,17,16
Rate Realities_News_July 2025,7 at 7: The Northstate's News,Sinclair,16,16
Rate Realities_News_July 2025,7AM Morning Headlines,Altice,16,18
Rate Realities_News_July 2025,ABC10 News Saturday Morning at 9,ABC,16,14
Rate Realities_News_July 2025,America Burning,Newsmax Media,16,16
Rate Realities_News_July 2025,Bob Hope: Thanks for the Laughs,null,16,16
Rate Realities_News_July 2025,Choose Life: It s Worth It,Newsmax Media,16,16
Rate Realities_News_July 2025,Cops Under Fire,Newsmax Media,16,15
Rate Realities_News_July 2025,EPG  WSB Hyperlocal Atlanta,null,16,15
Rate Realities_News_July 2025,Full Throttle: The Steve McQueen Story,null,16,16
Rate Realities_News_July 2025,Great Day on FOX26,Sinclair,16,16
Rate Realities_News_July 2025,In The News,ABC,16,15
Rate Realities_News_July 2025,KCRA 3 News at 4am,Hearst,16,16
Rate Realities_News_July 2025,KQCA HD - KCRA NEWS @ 6AM,very_local_by_hearst_television,16,16
Rate Realities_News_July 2025,KQCA HD - KQCA NEWS AT 8A,very_local_by_hearst_television,16,16
Rate Realities_News_July 2025,KTVU FOX 2 News at 11 PM,Fox News,16,15
Rate Realities_News_July 2025,Local News from Orlando,Fox News,16,16
Rate Realities_News_July 2025,News 4 Today II,Sinclair,16,16
Rate Realities_News_July 2025,Presidents and UFOs: The Surprising Story,Newsmax Media,16,16
Rate Realities_News_July 2025,Ronald Reagan: His Winning Wit,Newsmax Media,16,16
Rate Realities_News_July 2025,Rt 66 Oklahoma^,scrippsnews,16,16
Rate Realities_News_July 2025,Scorned,null,16,16
Rate Realities_News_July 2025,Slender Man,null,16,16
Rate Realities_News_July 2025,Stocks In Translation,null,16,16
Rate Realities_News_July 2025,The Chris Salcedo Weekend,Newsmax Media,16,16
Rate Realities_News_July 2025,The Excerpt,null,16,16
Rate Realities_News_July 2025,The Grudge,A&E Network,16,16
Rate Realities_News_July 2025,The Perfect Liar,null,16,16
Rate Realities_News_July 2025,The Secret in Her Eyes,null,16,16
Rate Realities_News_July 2025,The Story of the Hoover Dam,Newsmax Media,16,16
Rate Realities_News_July 2025,To Be Announced,null,16,15
Rate Realities_News_July 2025,Today As It Happened,SCRIPPSNEWS,16,16
Rate Realities_News_July 2025,Today As It Happened,Scripps Networks,16,16
Rate Realities_News_July 2025,Today As It Happened^,SCRIPPSNEWS,16,16
Rate Realities_News_July 2025,Upheaval: The Journey of Menachem Begin,Newsmax Media,16,16
Rate Realities_News_July 2025,ABC10  Recap,ABC,15,14
Rate Realities_News_July 2025,ABC10 Morning News at 11,ABC,15,15
Rate Realities_News_July 2025,ABC10 News at 5,Tegna,15,15
Rate Realities_News_July 2025,Al Extremo,null,15,15
Rate Realities_News_July 2025,Chain of Death,A&E Network,15,15
Rate Realities_News_July 2025,Check the News,realamericasvoice,15,15
Rate Realities_News_July 2025,FOX 5 Morning at 5am,null,15,13
Rate Realities_News_July 2025,FOX 5 News at 10,null,15,15
Rate Realities_News_July 2025,FOX 5 News at 8,null,15,10
Rate Realities_News_July 2025,FOX Weather Live,FOX,15,15
Rate Realities_News_July 2025,Foul Play: Athletes Speak Out,null,15,15
Rate Realities_News_July 2025,Last Seen in Lakeland,null,15,15
Rate Realities_News_July 2025,Noticiero Cierre de Edicion,Estrella,15,14
Rate Realities_News_July 2025,PlutoTV: US: LiveNOW from FOX: LiveNOW from FOX: PRODUCTION FOX LiveNow - EN (US) 7/25/24^,null,15,14
Rate Realities_News_July 2025,Real America's Pop Culture,null,15,15
Rate Realities_News_July 2025,Rebels/Revolution,A&E Network,15,14
Rate Realities_News_July 2025,Shattered Love,null,15,15
Rate Realities_News_July 2025,Spree Killer,A&E Network,15,15
Rate Realities_News_July 2025,Stranger in the House,null,15,15
Rate Realities_News_July 2025,The Charlie Kirk Show,Real America's Voice,15,15
Rate Realities_News_July 2025,The National Report,SCRIPPS,15,14
Rate Realities_News_July 2025,The National Report^,SCRIPPSNEWS,15,15
Rate Realities_News_July 2025,Vice,null,15,15
Rate Realities_News_July 2025,War Room: Special Coverage,RealAmericasVoiceNews,15,14
Rate Realities_News_July 2025,Your News & Weather,localnow,15,15
Rate Realities_News_July 2025,null,khsl-hyperlocal-redding,14,13
Rate Realities_News_July 2025,10AM Morning Headlines,Altice,14,14
Rate Realities_News_July 2025,12PM Afternoon Headlines,null,14,14
Rate Realities_News_July 2025,4-4-43: The Greatest Story Ever Told   The War in The Pacific,null,14,14
Rate Realities_News_July 2025,7 News Detroit This Morning,EWScripps,14,11
Rate Realities_News_July 2025,7:30AM Morning Headlines,Altice,14,13
Rate Realities_News_July 2025,A Faith Under Siege,Newsmax Media,14,14
Rate Realities_News_July 2025,A Gathering Storm,null,14,14
Rate Realities_News_July 2025,America Shines,realamericasvoice,14,14
Rate Realities_News_July 2025,Cowboy Logic,realamericasvoice,14,14
Rate Realities_News_July 2025,Cutting Dyes,null,14,11
Rate Realities_News_July 2025,Dying to Meet You,null,14,13
Rate Realities_News_July 2025,Entertain This!,null,14,14
Rate Realities_News_July 2025,Flags at half-staff,null,14,11
Rate Realities_News_July 2025,Hitler s Fatal Mistake: The Fall of the Third Reich,null,14,14
Rate Realities_News_July 2025,Hitler s Fatal Mistake: The Fall of the Third Reich,Newsmax Media,14,14
Rate Realities_News_July 2025,Inside the Mind of Vladimir Putin,Newsmax Media,14,14
Rate Realities_News_July 2025,Jacksonville News & Weather,null,14,14
Rate Realities_News_July 2025,NTD Evening News,NTDTV,14,13
Rate Realities_News_July 2025,News 4 Nightly at 630PM,Sinclair,14,14
Rate Realities_News_July 2025,News 4 Today IV,Sinclair,14,14
Rate Realities_News_July 2025,One Night in Central Park,null,14,14
Rate Realities_News_July 2025,Real America's Pop Culture,realamericasvoice,14,14
Rate Realities_News_July 2025,Reproductive Travel,null,14,14
Rate Realities_News_July 2025,Stand Up Trump: Making America Fun Again,Newsmax Media,14,13
Rate Realities_News_July 2025,The Big Focus,Newsmax,14,14
Rate Realities_News_July 2025,The Devil You Know,null,14,14
Rate Realities_News_July 2025,The Sins of the Father,lgusa,14,14
Rate Realities_News_July 2025,USA TODAY Sports,null,14,14
Rate Realities_News_July 2025,War Room: Special Coverage,Real America's Voice,14,14
Rate Realities_News_July 2025,null,MSNBC,13,13
Rate Realities_News_July 2025,ABC News Live Weekend: Sunday,null,13,5
Rate Realities_News_July 2025,ABC7 Eyewitness News 9AM,null,13,12
Rate Realities_News_July 2025,America's Top 10 With Wayne Allyn Root,RAV,13,13
Rate Realities_News_July 2025,Chris Stigall,SalemNews,13,13
Rate Realities_News_July 2025,Eyewitness News 4AM,lgusa,13,13
Rate Realities_News_July 2025,FOX 5 News at 8,Fox News,13,13
Rate Realities_News_July 2025,FOX Weather Now,null,13,12
Rate Realities_News_July 2025,GENERIC NEWSMAX SPECIAL PROGRAM,null,13,13
Rate Realities_News_July 2025,Horror in Idaho: The Student Murders,null,13,12
Rate Realities_News_July 2025,In Case You Missed It,wbddiscovery,13,12
Rate Realities_News_July 2025,KQCA HD - KCRA 3 NEWS AT 10P,very_local_by_hearst_television,13,13
Rate Realities_News_July 2025,Latest Local News,CBS,13,13
Rate Realities_News_July 2025,Michael Savage: Savage Nation,null,13,13
Rate Realities_News_July 2025,Michael Savage: Savage Nation,Newsmax Media,13,13
Rate Realities_News_July 2025,Morning Movers,null,13,13
Rate Realities_News_July 2025,Rising,Nexstar Media Group,13,13
Rate Realities_News_July 2025,Sports Seriously,null,13,13
Rate Realities_News_July 2025,Start Here,null,13,13
Rate Realities_News_July 2025,The Accused,null,13,13
Rate Realities_News_July 2025,The Footprints of Jesus in Rome,null,13,13
Rate Realities_News_July 2025,The Freemason Factor,A&E Network,13,13
Rate Realities_News_July 2025,Turning Point Tonight,RAV,13,13
Rate Realities_News_July 2025,Wave of Deceit,lgusa,13,13
Rate Realities_News_July 2025,news,UNIVISION,13,13
Rate Realities_News_July 2025,null,E.W. Scripps Company,12,12
Rate Realities_News_July 2025,12PM Afternoon Headlines,Altice,12,12
Rate Realities_News_July 2025,6:30AM Latest News Updates,Altice,12,12
Rate Realities_News_July 2025,8:30AM Morning Headlines,Altice,12,12
Rate Realities_News_July 2025,ABC10 News Saturday Morning at 6,Tegna,12,12
Rate Realities_News_July 2025,ABC7 Eyewitness News 4PM,lgusa,12,10
Rate Realities_News_July 2025,AccuWeather Weekend,AccuWeather,12,12
Rate Realities_News_July 2025,Action News Now Mornings LIVE at 5 a.m.,Allen+Media+Group,12,12
Rate Realities_News_July 2025,Administration Frustration,null,12,9
Rate Realities_News_July 2025,America's Top 10 With Wayne Allyn Root,Real America's Voice,12,12
Rate Realities_News_July 2025,Blossoming Students,null,12,12
Rate Realities_News_July 2025,Doolittle s Raiders: A Final Toast,Newsmax Media,12,12
Rate Realities_News_July 2025,FBI vs MLK,A&E Network,12,11
Rate Realities_News_July 2025,Financial Infertility,null,12,11
Rate Realities_News_July 2025,Inside the Mind of Vladimir Putin,null,12,12
Rate Realities_News_July 2025,Last Rap,A&E Network,12,12
Rate Realities_News_July 2025,Live Local News,CoxMediaGroup,12,12
Rate Realities_News_July 2025,Morning Rush,SCRIPPS,12,11
Rate Realities_News_July 2025,Morning Rush^,SCRIPPSNEWS,12,11
Rate Realities_News_July 2025,Nazi Man Hunt,Newsmax,12,12
Rate Realities_News_July 2025,Noticias Miami,null,12,12
Rate Realities_News_July 2025,Our America: Unforgettable,null,12,11
Rate Realities_News_July 2025,Sunday in America,null,12,12
Rate Realities_News_July 2025,Tariff Showdown,null,12,11
Rate Realities_News_July 2025,The Context USA,null,12,12
Rate Realities_News_July 2025,The Millionaire's Mistake,null,12,12
Rate Realities_News_July 2025,The Vacation Dilemma,null,12,12
Rate Realities_News_July 2025,You've Got Jail,null,12,11
Rate Realities_News_July 2025,null,Allen Media Group,11,11
Rate Realities_News_July 2025,null,Weigel Broadcasting,11,11
Rate Realities_News_July 2025,11AM Morning Headlines,Altice,11,11
Rate Realities_News_July 2025,24 Horas,ESTRELLA,11,11
Rate Realities_News_July 2025,7 News Detroit This Morning,Scripps Networks,11,11
Rate Realities_News_July 2025,8:30AM Morning Headlines,null,11,11
Rate Realities_News_July 2025,A Climate Conversation,Newsmax Media,11,10
Rate Realities_News_July 2025,ABC10 Morning News at 6,Tegna,11,11
Rate Realities_News_July 2025,AccuWeather Ahead,null,11,11
Rate Realities_News_July 2025,AccuWeather Presents,accuweather,11,11
Rate Realities_News_July 2025,Action News Now LIVE at 11 p.m.,Allen+Media+Group,11,11
Rate Realities_News_July 2025,America's Longest War,Newsmax Media,11,11
Rate Realities_News_July 2025,America's Voice Live,Real America's Voice,11,10
Rate Realities_News_July 2025,American Sunrise,Real America's Voice,11,11
Rate Realities_News_July 2025,Breaking Point,null,11,11
Rate Realities_News_July 2025,Cowboy Logic,Real America's Voice,11,11
Rate Realities_News_July 2025,Doctor Deceit,lgusa,11,11
Rate Realities_News_July 2025,EPG  KCRA Hyperlocal Sacramento%2C CA,kcra-hyperlocal-sacramento,11,9
Rate Realities_News_July 2025,Firewall With Lance Wallnau,RAV,11,11
Rate Realities_News_July 2025,Full Throttle: The Steve McQueen Story,Newsmax Media,11,11
Rate Realities_News_July 2025,Indiscretion,null,11,11
Rate Realities_News_July 2025,Jackie O: A Remarkable Life,Newsmax Media,11,11
Rate Realities_News_July 2025,John Bachman Now,Newsmax,11,10
Rate Realities_News_July 2025,KTVU Mornings on 2 at 9 AM,Fox News,11,11
Rate Realities_News_July 2025,Larry Elder,SalemNews,11,11
Rate Realities_News_July 2025,Lee Greenwood: God Bless the USA!,Newsmax Media,11,11
Rate Realities_News_July 2025,Local Now News,LOCAL NOW,11,11
Rate Realities_News_July 2025,Long Island Serial Killer,null,11,11
Rate Realities_News_July 2025,Migrants in America,null,11,11
Rate Realities_News_July 2025,Miles From Nowhere,null,11,11
Rate Realities_News_July 2025,Missing Marie,null,11,11
Rate Realities_News_July 2025,NBC News Daily With Kate Snow and Zinhle Essamuah,null,11,11
Rate Realities_News_July 2025,NTD Good Morning,NTDTV,11,11
Rate Realities_News_July 2025,New Credit Score,null,11,10
Rate Realities_News_July 2025,News and politics on USA TODAY,USA TODAY,11,11
Rate Realities_News_July 2025,Parents Fight Back,Newsmax Media,11,11
Rate Realities_News_July 2025,Secrets of the Snake River,null,11,10
Rate Realities_News_July 2025,Tariff Tensions,null,11,7
Rate Realities_News_July 2025,The Charlie Kirk Show,RealAmericasVoiceNews,11,11
Rate Realities_News_July 2025,The Excerpt,Gannett,11,11
Rate Realities_News_July 2025,The National Report^,SCRIPPS,11,11
Rate Realities_News_July 2025,The Week As It Happened,EWScripps,11,11
Rate Realities_News_July 2025,Turning Point Tonight,realamericasvoice,11,11
Rate Realities_News_July 2025,Vice,vice,11,13
Rate Realities_News_July 2025,War Heroes With Kris Paronto,null,11,11
Rate Realities_News_July 2025,Westward/Division,A&E Network,11,11
Rate Realities_News_July 2025,null,Allen+Media+Group,10,10
Rate Realities_News_July 2025,null,dk_crown_media,10,10
Rate Realities_News_July 2025,13 Seconds: Kent State Shooting,Newsmax Media,10,10
Rate Realities_News_July 2025,5PM Evening Headlines,Altice,10,10
Rate Realities_News_July 2025,8PM Evening Headlines,null,10,10
Rate Realities_News_July 2025,A Family Affair,null,10,10
Rate Realities_News_July 2025,ABC10 News at 6,ABC,10,10
Rate Realities_News_July 2025,ABC7 Eyewitness News 5AM,lgusa,10,10
Rate Realities_News_July 2025,ABC7 Eyewitness News at 6AM,null,10,10
Rate Realities_News_July 2025,Action News Now LIVE at 5:30 p.m.,Allen+Media+Group,10,10
Rate Realities_News_July 2025,Action News Now Mornings LIVE at 6 a.m.,Allen+Media+Group,10,10
Rate Realities_News_July 2025,Air traffic controller shortage | In The News Investigations,ABC,10,10
Rate Realities_News_July 2025,Before Dawn,null,10,10
Rate Realities_News_July 2025,Bloomberg Tech,null,10,10
Rate Realities_News_July 2025,Deadly Dance in Texas,null,10,10
Rate Realities_News_July 2025,EPG  OAN Plus,null,10,9
Rate Realities_News_July 2025,Eyewitness News at 9am,null,10,10
Rate Realities_News_July 2025,FOX 5 Morning at 4am,null,10,9
Rate Realities_News_July 2025,FOX Weather Live,Foxweather,10,9
Rate Realities_News_July 2025,Heart for the Game,null,10,8
Rate Realities_News_July 2025,Hitler: A Journey Through His World,Newsmax Media,10,10
Rate Realities_News_July 2025,Justice Rules,lawnewz,10,10
Rate Realities_News_July 2025,Latest Local News,FOX,10,10
Rate Realities_News_July 2025,Local Now News,localnow,10,10
Rate Realities_News_July 2025,Local_News_Program,News+Press+Gazette,10,10
Rate Realities_News_July 2025,Market Domination,null,10,10
Rate Realities_News_July 2025,New Year's Evil,null,10,10
Rate Realities_News_July 2025,News 4 at 11,Sinclair,10,10
Rate Realities_News_July 2025,PROGRAMA ESPECIAL NOTICIERO ESTRELLATV,Estrella,10,10
Rate Realities_News_July 2025,Road Trip: Close to Home,null,10,10
Rate Realities_News_July 2025,Scripps News Investigates^,scrippsnews,10,10
Rate Realities_News_July 2025,Scripps News On The Scene^,SCRIPPSNEWS,10,10
Rate Realities_News_July 2025,Shattered Lives,Newsmax Media,10,10
Rate Realities_News_July 2025,Shenandoah / Yellowstone,null,10,10
Rate Realities_News_July 2025,Smart Saving,null,10,8
Rate Realities_News_July 2025,Spree Killer,aenetwork,10,10
Rate Realities_News_July 2025,Summer Deadlines,null,10,8
Rate Realities_News_July 2025,The Charlie Kirk Show,Real Americas Voice,10,10
Rate Realities_News_July 2025,The National Report,SCRIPPSNEWS,10,10
Rate Realities_News_July 2025,The Trump Wars,null,10,10
Rate Realities_News_July 2025,This is Revenge,null,10,10
Rate Realities_News_July 2025,To the Shores of Iwo Jima,Newsmax Media,10,10
Rate Realities_News_July 2025,Transforming America,null,10,10
